x1,y1,z1,torso_lift_joint,arm_right_1_joint,arm_right_2_joint,arm_right_3_joint,arm_right_4_joint,arm_right_5_joint,arm_right_6_joint,arm_right_7_joint,gripper_right_tool_mount_joint
0.778195794110927,-0.7329023004997758,0.3780242325080614,0.1563022687815838,-0.6137785163346041,-0.0454716158022591,-0.8350414505274284,0.3560095551345132,2.403600286935787,0.0911069254671318,-0.9420816996454624,0.0
0.529742375698978,0.2946342030207765,1.4845954974728277,0.2292923413822155,-3.697733188806856,-1.5671566879781855,-2.192570189233056,0.2180790764052318,1.780857956738445,1.4107467658724753,1.249427826355623,0.0
0.5393322752813593,-0.7676361012231303,1.3127142756813153,0.0742272346197719,-2.089735450869388,-1.711910277925927,0.8737674647357052,-0.8182737400494526,0.5176445934152054,-0.266010399209128,0.5798128194395886,0.0
-0.0542895378543,-1.0800271434224142,0.9545785238603788,0.0570123239122963,-1.7043134678541034,-1.6562818829516066,1.8920769033663,-0.4079389814848053,0.3656467704494939,0.9361594753954496,-2.123818589442099,0.0
0.5414764404532484,-0.3635671136225536,0.2043517836142315,0.0421384644357643,-1.688739819024821,-0.1048966330352326,-0.4734637397282253,-1.208035618745135,1.0673644308389831,2.11624266081084,1.5627595394553953,0.0
0.3109727241161552,-0.462005314472739,0.8336696688020132,0.206515126658533,-0.7526179408131428,-1.4496239278200174,1.5551070779027107,-2.0010890914318797,2.386693986609401,2.3355275163595195,1.2110397435585392,0.0
-0.2788161292803626,-0.4228440682882233,0.920184093657372,0.1177448189847889,-1.6561556028957858,-2.152876766341195,-0.9879784332963666,-0.0370049133938985,1.6425274896709858,2.5598819363545493,0.535643119387669,0.0
0.5218413307141819,-0.5821926553401442,0.7551880112979478,0.3171804354385166,-2.487946285592766,0.2386619763061156,-1.8478538082529208,-0.4858326463874747,2.3915510387111425,2.322657289401012,1.4357005325506544,0.0
0.3378912258350278,-0.0023644042446176,0.4829998978292513,0.247091846840805,-1.6905218039380208,-0.1878496550528522,-0.8928363837068936,-1.4410577183947333,0.2571633121480556,-0.8727674345624145,1.6659437158905157,0.0
0.0478608909087989,-0.365177722446265,0.609253253393085,0.1616536649542388,-2.0227782987618075,-1.2245276979340411,-1.9985031092775487,-1.835714737669332,0.5331886077402215,-1.2670213804508397,0.8820421567379311,0.0
